,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Protein Mass (Da) / Cell,,,,,,,,,,,,,,,,,,
Accession,UP_AC,Description,Peptide count,Peptides used for quantitation,Confidence score,Gene,nb of possible Peptides,Molecular weight (Da),LC-MS Experiment,glucose,50 mM NaCl,pH 6,42°C,anaerobic,stationary 1 day,stationary 3 days,chemostat µ=0.12,chemostat µ=0.5,galactose,acetate,glycerol,LB,glucosamine,fumarate,succinate,pyruvate,chemostat µ=0.20,chemostat µ=0.35,glucose,50 mM NaCl,pH 6,42°C,anaerobic,stationary 1 day,stationary 3 days,chemostat µ=0.12,chemostat µ=0.5,galactose,acetate,glycerol,LB,glucosamine,fumarate,succinate,pyruvate,chemostat µ=0.20,chemostat µ=0.35
sp|P0A821|SELA_ECOLI,P0A821,L-seryl-tRNA(Sec) selenium transferase OS=Escherichia coli (strain K12) GN=selA PE=1 SV=1,7,6,351.13,selA,33,50557.49581,No fractionation,112.8119348,88.16308037,73.2491318,96.37178124,33.79868739,3.784543798,4.837299497,11.59629415,40.54223035,20.63802477,24.25867225,59.37435308,60.24751518,81.96451026,41.58766168,51.26543275,44.03329693,11.22057994,14.65564546,5703488.923,4457304.566,3703292.674,4872315.926,1708776.996,191337.0572,244561.749,586279.5931,2049713.641,1043406.851,1226457.721,3001818.607,3045963.496,4143920.384,2102568.031,2591851.902,2226213.225,567284.4234,740952.734
sp|P0A894|YHBJ_ECOLI,P0A894,UPF0042 nucleotide-binding protein yhbJ OS=Escherichia coli (strain K12) GN=yhbJ PE=1 SV=1,6,6,372.75,yhbJ,16,32453.73402,No fractionation,323.2080724,279.7618501,376.2593827,318.724193,172.3908865,25.20235926,29.94943737,94.27203703,191.8526776,182.2356419,222.8867016,254.7505419,390.9138938,274.2809106,246.2349931,226.6495268,162.4039972,108.6845785,106.713069,10489308.82,9079316.673,12211021.93,10343790.18,5594727.979,817910.6642,971971.0746,3059479.615,6226335.769,5914227.05,7233505.731,8267606.328,12686615.53,8901439.719,7991244.973,7355623.458,5270616.128,3527220.402,3463237.559
sp|P0A8D0|NRDR_ECOLI,P0A8D0,Transcriptional repressor NrdR OS=Escherichia coli (strain K12) GN=nrdR PE=1 SV=1,6,6,284.95,nrdR,10,17199.80889,No fractionation,376.7253834,247.8974339,353.7462008,338.059476,377.7439924,112.3902251,69.88024847,253.3519315,323.1168308,255.4046195,257.3010707,306.9393865,489.8832224,310.4893515,276.0634967,224.0381177,252.9203848,241.3672567,348.3018645,6479604.598,4263788.488,6084367.05,5814558.381,6497124.479,1933090.393,1201926.919,4357604.804,5557547.738,4392910.645,4425529.243,5279298.789,8425897.804,5340357.509,4748239.385,3853412.809,4350182.284,4151470.687,5990725.506
sp|P0A8G9|EX7S_ECOLI,P0A8G9,Exodeoxyribonuclease 7 small subunit OS=Escherichia coli (strain K12) GN=xseB PE=1 SV=2,6,6,421.4,xseB,5,8928.51546,No fractionation,1538.679436,1355.81677,1710.143012,1435.750236,2069.809998,2798.939019,2837.986236,1422.313278,1619.960269,1001.08621,1235.386279,1063.299651,2637.411478,1687.111878,1320.751541,1184.988086,1237.467831,1911.982906,2046.785067,13738123.13,12105430.99,15269038.32,12819118.18,18480330.56,24990370.3,25339003.98,12699146.09,14463840.31,8938213.702,11030165.49,9493687.375,23548169.16,15063404.49,11792350.55,10580184.44,11048750.66,17071168.94,18274752.11
sp|P0A8W5|YQGE_ECOLI,P0A8W5,UPF0301 protein yqgE OS=Escherichia coli (strain K12) GN=yqgE PE=1 SV=1,8,6,531.01,yqgE,11,20654.80682,No fractionation,606.9930697,450.479826,576.9408257,536.5525975,562.5916746,188.9797539,183.4387199,328.9143619,481.6992439,294.327695,342.7046021,359.18385,764.3066355,451.5574814,416.4665844,417.2483598,255.6974387,273.9925924,571.7006984,12537324.6,9304573.782,11916601.3,11082390.25,11620222.36,3903340.31,3788891.323,6793662.606,9949404.828,6079281.683,7078497.353,7418873.035,15786605.91,9326832.546,8602036.849,8618184.268,5281381.201,5659264.066,11808367.48
sp|P0A905|SLYB_ECOLI,P0A905,Outer membrane lipoprotein slyB OS=Escherichia coli (strain K12) GN=slyB PE=2 SV=1,6,6,576.25,slyB,5,15574.05822,No fractionation,651.3378336,624.5396628,753.2613437,806.2349828,614.5159003,945.5940236,617.6983389,536.4817599,635.7202078,344.8882162,655.7710822,582.0705115,901.2936768,623.969472,381.1940955,478.2368431,362.258209,451.2002298,655.9534091,10143973.34,9726617.068,11731336.02,12556350.56,9570506.408,14726736.38,9620069.892,8355198.162,9900743.527,5371309.159,10213017.01,9065200.034,14036800.2,9717736.884,5936739.037,7448088.437,5641830.438,7027018.648,10215856.58
sp|P0A912|PAL_ECOLI,P0A912,Peptidoglycan-associated lipoprotein OS=Escherichia coli (strain K12) GN=pal PE=1 SV=1,6,6,477.83,pal ,9,18794.22893,OGE-fractionation,214.6266807,151.1687799,68.59696588,60.2903872,41.11829098,220.2768722,161.3297145,37.22733347,90.39925459,30.37344018,50.29858594,129.3523333,132.2900048,161.4359067,131.4988352,77.9753728,112.4490382,84.7302254,198.2753924,4033742.972,2841100.656,1289227.081,1133111.339,772786.5739,4139933.964,3032067.587,699659.0278,1698984.286,570845.3881,945323.139,2431077.364,2486288.636,3034063.388,2471419.213,1465487.007,2113392.966,1592439.254,3726433.116
sp|P0A927|TSX_ECOLI,P0A927,Nucleoside-specific channel-forming protein tsx OS=Escherichia coli (strain K12) GN=tsx PE=1 SV=1,7,6,359.09,tsx ,12,33549.87653,No fractionation,477.899722,368.2455335,315.6658546,453.9296271,139.3103887,121.9613847,84.63650236,383.8501951,310.1021343,173.5838803,299.0089204,242.6904293,703.11705,605.4915503,249.0390014,303.1146632,339.3931717,290.7199818,156.8609359,16033476.67,12354592.18,10590550.45,15229282.94,4673846.339,4091789.399,2839544.204,12878126.65,10403888.32,5823717.751,10031712.36,8142233.937,23589490.21,20314166.75,8355227.747,10169459.53,11386599,9753619.495,5262665.033
sp|P0A951|ATDA_ECOLI,P0A951,Spermidine N(1)-acetyltransferase OS=Escherichia coli (strain K12) GN=speG PE=1 SV=2,6,6,292.58,speG,14,21855.10936,No fractionation,197.3558154,201.314627,173.1434471,223.9646831,56.37887714,18.24435146,14.33253828,34.26596698,79.98666271,69.47019904,73.88835312,161.7958557,491.4431986,154.7510534,183.0940979,117.755579,54.25045515,22.90859492,36.92288923,4313232.929,4399753.189,3784068.972,4894772.642,1232166.525,398732.2965,313239.1916,748886.4556,1748117.261,1518278.797,1614838.038,3536066.12,10740544.85,3382101.197,4001541.533,2573561.056,1185649.63,500669.8474,806953.782
sp|P0A9C0|GLPA_ECOLI,P0A9C0,Anaerobic glycerol-3-phosphate dehydrogenase subunit A OS=Escherichia coli (strain K12) GN=glpA PE=1 SV=1,7,6,315.48,glpA,34,58903.37347,No fractionation,10.89880013,5.637760311,4.990306919,8.133253014,9.490189495,4.578467492,1.347783358,7.559587045,3.018915618,1.603295802,1.489501989,137.2053374,254.1288634,7.786084832,12.10295654,3.983738334,7.38916712,1.975571573,3.175942651,641976.0944,332083.1011,293945.9122,479076.0398,559004.1761,269687.1806,79388.98652,445285.179,177824.3141,94439.53142,87736.69196,8081857.23,14969047.35,458626.6627,712904.9689,234655.6269,435246.8705,116367.8302,187073.7361
sp|P0A9F9|METR_ECOLI,P0A9F9,HTH-type transcriptional regulator metR OS=Escherichia coli (strain K12) GN=metR PE=4 SV=1,6,6,333.79,metR,17,35588.55525,OGE-fractionation,53.09890159,61.76095928,91.37273606,93.5471652,8.20829749,5.210565796,24.2905253,3.831291726,24.71974881,15.90197518,11.46440479,54.36318361,38.29016043,107.9312888,77.10399928,76.25679448,26.93550671,26.27461284,8.556993525,1889713.193,2197983.312,3251823.666,3329208.457,292121.4487,185436.5087,864464.7015,136350.1373,879740.1465,565928.3223,408001.6033,1934707.163,1362691.49,3841118.634,2744019.938,2713869.144,958595.7689,935075.5109,304531.0368
sp|P0A9G8|MODE_ECOLI,P0A9G8,Transcriptional regulator modE OS=Escherichia coli (strain K12) GN=modE PE=1 SV=1,6,6,454.57,modE,15,28245.76234,No fractionation,122.0172778,103.294017,101.0304473,99.94509621,45.97380187,12.27918399,7.20396339,24.86372443,59.17206266,49.21090428,58.325924,80.2478736,331.7228119,113.5534411,78.91378122,73.11337662,46.54680865,34.68533771,52.35861903,3446471.029,2917618.256,2853682.005,2823025.435,1298565.082,346834.9127,203481.4378,702294.8512,1671360.019,1389999.507,1647460.188,2266662.366,9369763.708,3207403.51,2228979.91,2065143.06,1314750.095,979713.8057,1478909.11
sp|P0A9K9|SLYD_ECOLI,P0A9K9,FKBP-type peptidyl-prolyl cis-trans isomerase slyD OS=Escherichia coli (strain K12) GN=slyD PE=1 SV=1,6,6,625.71,slyD,7,20821.68491,No fractionation,11313.80497,10155.1701,12908.9563,9284.919201,9623.518694,2858.853262,3229.244174,7778.87113,11364.23066,7812.373957,9687.059621,9469.238481,18328.48075,10713.06666,9170.569851,10046.88881,6875.511258,7521.771476,7047.329411,235572482.2,211447752,268786220.6,193327662,200377874,59526141.83,67238304.68,161969203.6,236622430,162666788.9,201700903.1,197165500,381629851,223064098.4,190946715.9,209193153.2,143159729,156615955.6,146737272.5
sp|P0AA37|RLUA_ECOLI,P0AA37,Ribosomal large subunit pseudouridine synthase A OS=Escherichia coli (strain K12) GN=rluA PE=1 SV=2,6,6,322.31,rluA,10,24826.72331,OGE-fractionation,118.1519163,119.9553047,129.507886,146.101578,141.4575342,11.29301439,69.72392716,63.40917299,73.08358417,66.53263061,62.626981,111.0849501,385.6875108,75.65033853,98.53219443,81.95900069,56.48665545,121.7199359,127.1932649,2933324.934,2978097.161,3215256.452,3627223.451,3511927.061,280368.5436,1731016.648,1574241.993,1814425.923,1651787.211,1554822.729,2757875.319,9575357.114,1878150.023,2446231.528,2034773.433,1402378.566,3021907.17,3157791.995
sp|P0AAN3|HYPB_ECOLI,P0AAN3,Hydrogenase isoenzymes nickel incorporation protein hypB OS=Escherichia coli (strain K12) GN=hypB PE=1 SV=1,6,6,279.17,hypB,14,31526.76539,OGE-fractionation,22.42349093,4.974782283,16.98524319,24.13639122,4.165270004,2.207711385,2.325876446,14.20160991,13.17929462,1.060333008,5.687401875,7.760647452,24.31527308,16.88194353,5.555814219,8.950395768,0.957861139,16.57287902,1.711062011,706940.1377,156838.7939,535489.777,760942.3433,131317.4902,69601.99888,73327.36105,447730.8238,415500.5296,33428.86998,179305.3846,244668.1115,766581.9098,532233.073,175156.8514,282177.0275,30198.26339,522489.2688,53944.2506
sp|P0AAN5|YAIA_ECOLI,P0AAN5,Uncharacterized protein yaiA OS=Escherichia coli (strain K12) GN=yaiA PE=1 SV=1,6,6,361.95,yaiA,5,7258.62835,No fractionation,752.0478483,840.6077294,1057.97847,639.5674635,695.8580565,3365.989109,3102.488741,1037.007954,667.5861403,853.1437287,949.4246461,729.8532853,799.6038729,620.2916474,524.5177837,556.2622008,419.8426334,617.9992382,580.995397,5458835.832,6101659.096,7679472.516,4642382.522,5050975.017,24432463.97,22519812.73,7527255.334,4845759.684,6192653.256,6891520.653,5297733.748,5804027.34,4502466.537,3807279.655,4037700.58,3047481.641,4485826.791,4217229.66
sp|P0AB52|YCHN_ECOLI,P0AB52,Protein ychN OS=Escherichia coli (strain K12) GN=ychN PE=1 SV=1,6,6,619.66,ychN,5,12666.68706,No fractionation,1846.595729,1505.505171,1991.018116,1754.803737,1989.352002,382.4142648,637.6790542,3104.857287,2194.651911,1758.853057,2539.602,1701.656251,2475.908907,1737.951701,2187.749907,1934.859394,1487.941696,2543.384233,2027.747513,23390250.22,19069762.86,25219603.41,22227549.79,25198499.26,4843921.819,8077281.025,39328255.62,27798968.96,22278841.26,32168343.79,21554347.22,31361563.31,22014090.32,27711543.44,24508258.45,18847291.83,32216252.16,25684843.18
sp|P0AB55|YCII_ECOLI,P0AB55,Protein yciI OS=Escherichia coli (strain K12) GN=yciI PE=1 SV=1,6,6,251.54,yciI,3,10577.40472,No fractionation,1792.734267,1622.378217,1993.348785,1791.664769,2175.300739,2849.124242,2495.01105,1205.225001,1985.048469,1114.270835,1748.564802,1267.034227,1654.048629,1897.99555,1415.901413,1558.990976,1220.482283,1376.11681,1745.578933,18962475.9,17160551.01,21084456.85,18951163.39,23009036.3,30136340.2,26390741.65,12748152.62,20996661.04,11786093.59,18495277.59,13401933.81,17495541.78,20075867.09,14976562.29,16490078.5,12909535.06,14555744.44,18463694.85
sp|P0ABE2|BOLA_ECOLI,P0ABE2,Protein BolA OS=Escherichia coli (strain K12) GN=bolA PE=1 SV=1,6,6,674.93,bolA,5,11968.08703,No fractionation,1802.76643,1504.122777,1722.110264,1731.84249,1990.674998,4732.237725,4713.644587,854.0360586,1589.211848,810.897376,1218.908089,1350.046932,2773.177347,1650.029987,1270.368193,1049.426462,1129.435269,1119.293736,1433.08887,21575665.53,18001472.3,20610365.51,20726841.64,23824571.63,56635832.94,56413308.64,10221177.88,19019825.71,9704890.369,14587998.09,16157479.18,33189627.84,19747702.49,15203877.09,12559627.22,13517179.59,13395804.84,17151332.31
sp|P0ABF1|PCNB_ECOLI,P0ABF1,Poly(A) polymerase OS=Escherichia coli (strain K12) GN=pcnB PE=1 SV=2,7,6,223.11,pcnB,30,53819.05532,OGE-fractionation,13.56238931,24.58656478,24.04677144,18.98243041,10.0191796,7.755925972,3.648125974,1.733094862,3.672789303,2.263688471,2.461218753,4.967004737,62.03763072,8.86542637,23.84889554,5.045622103,12.70703989,18.15905474,5.733473226,729914.9803,1323225.69,1294174.522,1021616.473,539222.7813,417416.6089,196338.6936,93273.52826,197666.0507,121829.575,132460.4682,267319.5027,3338806.68,477128.8722,1283525.028,271550.6151,683880.8829,977303.1718,308570.1127
sp|P0ABQ0|COABC_ECOLI,P0ABQ0,Coenzyme A biosynthesis bifunctional protein CoaBC OS=Escherichia coli (strain K12) GN=coaBC PE=1 SV=2,6,6,335.43,coaB,22,43392.67021,OGE-fractionation,26.31651502,23.66026886,31.51114163,22.97317071,12.09143889,9.093875991,6.114042593,7.194673554,5.287314528,8.138424084,3.818387911,26.20772833,26.28937925,22.64347866,48.44758908,9.011566551,4.278032994,13.77780355,6.110005609,1141943.857,1026682.244,1367352.577,996867.2202,524679.8202,394607.5618,265304.6339,312196.0968,229430.6956,353147.9523,165690.0473,1137223.313,1140766.364,982561.0017,2102270.256,391035.9354,185635.2748,597855.6856,265129.4584
sp|P0AC47|FRDB_ECOLI,P0AC47,Fumarate reductase iron-sulfur subunit OS=Escherichia coli (strain K12) GN=frdB PE=1 SV=2,6,6,377.99,frdB,12,27087.16048,No fractionation,190.0492716,197.3669079,169.9366192,167.5949444,435.7677636,134.2913544,74.3042567,546.8837045,411.8699583,168.8882537,355.477158,205.88781,927.7938435,211.8186894,644.8676006,637.0045345,262.403177,482.0687725,529.7834363,5147895.118,5346109.106,4603100.475,4539671.154,11803711.35,3637571.469,2012691.325,14813526.67,11156387.66,4574703.232,9628866.826,5576916.151,25131300.73,5737566.832,17467632.19,17254644.05,7107756.967,13057874.2,14350328.96
sp|P0ACA1|YIBF_ECOLI,P0ACA1,Uncharacterized GST-like protein yibF OS=Escherichia coli (strain K12) GN=yibF PE=1 SV=1,6,6,351.84,yibF,11,22512.80566,No fractionation,304.1498099,299.0257482,332.1559445,273.5413575,218.9220183,92.72350656,97.53035368,219.9191954,259.6955075,231.7849762,318.4398444,261.7493155,177.7508167,270.3328441,206.214355,214.4729153,241.8672504,219.3620577,245.9973911,6847265.562,6731908.557,7477762.227,6158183.42,4928548.852,2087466.283,2195681.898,4950998.107,5846474.492,5218130.123,7168974.331,5892711.473,4001669.593,6085950.782,4642463.698,4828387.061,5445110.404,4938455.374,5538091.458
sp|P0ACK5|DEOR_ECOLI,P0ACK5,Deoxyribose operon repressor OS=Escherichia coli (strain K12) GN=deoR PE=1 SV=1,7,6,313.13,deoR,10,28511.57257,OGE-fractionation,164.276917,82.364433,144.2141234,185.7367908,92.56137982,318.1714744,78.97975842,132.9417522,142.2523197,100.1092748,110.2198837,98.72066777,127.103059,163.2921198,105.730013,110.7711232,107.659817,45.50948882,317.1146225,4683793.24,2348339.509,4111771.445,5295647.991,2639070.498,9071569.082,2251837.114,3790378.414,4055837.335,2854272.854,3142542.212,2814681.483,3623908.091,4655715.124,3014528.939,3158258.917,3069550.685,1297547.093,9041436.572
sp|P0ACL5|GLCC_ECOLI,P0ACL5,Glc operon transcriptional activator OS=Escherichia coli (strain K12) GN=glcC PE=4 SV=1,7,6,284.44,glcC,14,28790.28432,OGE-fractionation,43.07852194,11.80096152,14.5682513,32.43098841,12.82138466,7.684366976,21.63896208,40.29366791,56.59861141,40.69063791,43.12853339,28.10954243,24.25788737,57.23614843,36.61087857,70.29072389,43.48838219,18.32257875,129.1917309,1240242.895,339753.0373,419424.0969,933697.3771,369131.3097,221235.1101,622991.8706,1160066.155,1629490.115,1171495.035,1241682.739,809281.7187,698391.4745,1647844.987,1054037.603,2023689.926,1252042.888,527512.2518,3719466.664
sp|P0ACN7|CYTR_ECOLI,P0ACN7,HTH-type transcriptional repressor CytR OS=Escherichia coli (strain K12) GN=cytR PE=1 SV=1,6,6,301.03,cytR,17,37777.32841,OGE-fractionation,43.54922892,52.22146394,63.04033146,81.63131089,35.55261703,32.54468977,16.26383787,6.872928481,20.59006948,18.41216876,22.10830817,49.52045774,183.0846626,37.7329757,53.76377147,37.40865677,27.18234944,32.34470934,20.86382967,1645173.523,1972787.393,2381495.305,3083812.84,1343082.889,1229451.433,614404.3443,259640.8764,777837.8166,695562.5459,835192.8184,1870750.595,6916449.426,1425451.015,2031051.651,1413199.112,1026876.542,1221896.707,788179.7453
sp|P0ACV6|MPAA_ECOLI,P0ACV6,Protein mpaA OS=Escherichia coli (strain K12) GN=mpaA PE=4 SV=2,6,6,380.71,mpaA,13,26523.23108,OGE-fractionation,168.6033523,164.0680887,152.4390485,93.00248154,100.9089794,72.12125944,77.78066503,79.25505638,65.09193505,76.66326389,61.90982902,227.9182395,83.12741374,122.7914294,212.1578739,79.79535519,49.45188871,167.5719638,53.72880454,4471905.674,4351615.829,4043176.11,2466726.309,2676432.179,1912888.83,2062994.552,2102100.175,1726448.435,2033357.464,1642048.701,6045128.135,2204807.604,3256825.457,5627112.314,2116430.645,1311623.872,4444549.919,1425061.498
sp|P0ACX3|YDHR_ECOLI,P0ACX3,Putative monooxygenase ydhR OS=Escherichia coli (strain K12) GN=ydhR PE=1 SV=1,6,6,445.74,ydhR,6,11262.77341,No fractionation,1254.922554,1041.070155,1345.548267,1095.935427,1786.695066,873.4693847,877.0310987,1803.845444,1729.209019,1020.149436,1436.87276,869.1537813,856.3035776,1366.392699,972.6763947,1035.901081,1558.811962,2975.683312,2755.32961,14133908.37,11725337.26,15154605.24,12343272.39,20123141.68,9837687.76,9877802.539,20316302.51,19475689.36,11489711.94,16183172.31,9789082.097,9644353.165,15389371.36,10955033.83,11667119.15,17556545.91,33514446.88,31032653.06
sp|P0ACZ8|CUSR_ECOLI,P0ACZ8,Transcriptional regulatory protein CusR OS=Escherichia coli (strain K12) GN=cusR PE=1 SV=1,7,6,316.72,cusR,11,25360.46757,No fractionation,518.3824174,456.693237,522.9808002,511.8390581,205.9427868,327.6884782,115.1410958,131.1245518,230.1041248,295.8195814,302.5967592,439.3584109,122.5048026,531.946239,417.2981874,306.4566685,97.53024508,224.8434332,257.6465117,13146420.48,11581954.03,13263037.62,12980477.83,5222805.367,8310333.024,2920032.025,3325379.944,5835548.194,7502122.901,7673995.298,11142334.73,3106779.075,13490405.34,10582877.15,7771884.404,2473412.617,5702134.596,6534036.004
sp|P0ADI7|YECD_ECOLI,P0ADI7,Isochorismatase family protein yecD OS=Escherichia coli (strain K12) GN=yecD PE=1 SV=2,6,6,375,yecD,10,20421.60864,No fractionation,559.0555149,472.2901963,730.2004378,484.264836,540.824266,353.802289,376.3837952,725.7289441,579.296478,439.4973683,434.2352505,396.8086229,754.4178017,457.9669621,372.2895512,383.1004556,360.4364088,761.4772268,503.2857331,11416812.93,9644925.554,14911867.57,9889466.959,11044501.5,7225211.882,7686362.565,14820552.48,11830165.96,8975243.254,8867782.343,8103470.401,15406425.1,9352422.07,7602751.515,7823527.575,7360691.28,15550589.91,10277904.28
sp|P0ADP9|YIHD_ECOLI,P0ADP9,Protein yihD OS=Escherichia coli (strain K12) GN=yihD PE=1 SV=1,7,6,600.6,yihD,5,10248.426,No fractionation,1813.154828,1562.63901,2298.901613,1873.847554,3619.721935,1029.976344,880.8703187,2244.173489,2817.539307,1138.84501,1487.693611,3137.566353,3512.115951,1870.701545,1498.07634,1416.716727,1585.805339,2657.388944,2646.736082,18581983.09,16014590.26,23560123.06,19203987.99,37096452.39,10555636.34,9027534.276,22999245.93,28875343.09,11671368.81,15246517.89,32155116.59,35993660.43,19171746.35,15352924.51,14519116.54,16252008.67,27234053.94,27124878.88
sp|P0ADQ2|YIID_ECOLI,P0ADQ2,Uncharacterized protein yiiD OS=Escherichia coli (strain K12) GN=yiiD PE=4 SV=1,7,6,331.85,yiiD,19,37052.70236,No fractionation,187.3003988,157.7250909,156.8038355,170.6465478,46.57727287,11.64636641,16.63551143,54.02519496,74.23943572,74.30597526,77.48286466,115.4943903,120.8261196,116.8251176,98.31745197,95.80992688,86.67293316,45.50103254,43.7599168,6939985.929,5844140.849,5810005.844,6322915.743,1725813.828,431529.348,616390.6536,2001779.469,2750771.715,2753237.185,2870949.522,4279379.269,4476934.246,4328686.311,3642927.285,3550016.704,3211466.395,1685936.216,1621423.172
sp|P0ADS9|YGGN_ECOLI,P0ADS9,Uncharacterized protein yggN OS=Escherichia coli (strain K12) GN=yggN PE=4 SV=1,8,6,446.14,yggN,14,26394.56679,No fractionation,295.8409133,258.8153884,343.9179272,237.2589327,241.8835684,416.5459599,198.4993411,388.7261504,254.7305883,194.3718707,224.0486818,217.5451918,469.5644494,235.3154913,183.100806,207.3988608,178.2998954,219.7732733,221.2837329,7808592.745,6831320.056,9077564.701,6262346.747,6384412.003,10994550.16,5239304.118,10260258.34,6723503.527,5130361.324,5913667.896,5742011.095,12393950.22,6211050.451,4832866.453,5474203.083,4706148.497,5800820.34,5840688.269
sp|P0AE48|YTFP_ECOLI,P0AE48,Gamma-glutamylcyclotransferase family protein ytfP OS=Escherichia coli (strain K12) GN=ytfP PE=1 SV=1,6,6,378.82,ytfP,4,12840.36745,No fractionation,1276.251928,866.3864206,1332.371339,1082.741236,1257.721102,1977.268483,1688.996125,789.2274705,994.6238004,740.6459777,957.9307986,885.9656101,1282.372102,955.8020361,748.5815997,738.1884532,669.5546514,983.0795385,880.3764816,16387543.72,11124719.99,17108137.57,13902795.32,16149601.1,25388853.87,21687330.86,10133970.72,12771335.07,9510166.504,12300183.45,11376123.98,16466129,12272849.35,9612062.807,9478610.986,8597327.752,12623102.51,11304357.52
sp|P0AED7|DAPE_ECOLI,P0AED7,Succinyl-diaminopimelate desuccinylase OS=Escherichia coli (strain K12) GN=dapE PE=1 SV=1,8,6,360.16,dapE,20,41224.8347,No fractionation,355.2838719,299.1520725,289.4740876,280.1535613,275.5716352,49.57698991,83.24196669,143.1762573,228.8330806,111.9093043,158.3892146,196.9380427,553.7301411,332.8559335,197.0678077,215.4660149,133.6821884,117.9136031,127.6739575,14646518.89,12332494.74,11933521.41,11549284.26,11360395.11,2043803.214,3431636.317,5902417.541,9433605.922,4613442.57,6529569.191,8118738.257,22827433.54,13721930.84,8124087.796,8882550.849,5511026.117,4860968.796,5263337.793
sp|P0AEE1|DCRB_ECOLI,P0AEE1,Protein dcrB OS=Escherichia coli (strain K12) GN=dcrB PE=1 SV=1,7,6,402.54,dcrB,11,19757.12484,No fractionation,599.6017131,474.0025871,373.7269299,520.7511782,251.5974172,193.4340449,247.1754901,295.33826,130.1332634,127.3149196,97.38728332,245.6566707,503.594145,248.0038051,171.5634299,144.4714251,228.7416407,175.3170306,136.5665587,11846405.9,9364928.288,7383769.611,10288546.04,4970841.582,3821700.572,4883477.015,5835034.874,2571059.13,2515376.761,1924092.714,4853469.511,9949572.392,4899842.137,3389600.102,2854339.982,4519277.152,3463760.461,2698162.548
sp|P0AEJ2|ENTC_ECOLI,P0AEJ2,Isochorismate synthase entC OS=Escherichia coli (strain K12) GN=entC PE=1 SV=1,6,6,204.29,entC,20,42886.87981,No fractionation,272.3469888,223.5519742,191.2364204,246.0154453,162.0743606,28.08269277,84.3930611,57.67329016,141.5544616,63.30626333,83.98556379,125.1828893,280.4958844,217.8318573,155.4929923,137.206331,155.8938819,60.97673829,74.93245155,11680112.57,9587446.648,8201533.375,10550834.83,6950863.622,1204379.069,3619355.068,2473427.464,6070829.18,2715008.107,3601878.78,5368703.53,12029593.28,9342128.685,6668609.273,5884351.428,6685802.178,2615102.046,3213619.043
sp|P0AES9|HDEA_ECOLI,P0AES9,Chaperone-like protein hdeA OS=Escherichia coli (strain K12) GN=hdeA PE=1 SV=1,8,6,917.52,hdeA,3,11832.1397,No fractionation,19122.1213,21107.2316,46323.35286,15300.86005,48757.25981,334898.881,379529.9868,49348.97987,19999.62274,21999.3534,48726.65094,8459.882067,40793.20151,34562.76809,11484.90427,7258.068997,12992.74602,20351.3521,19598.21712,226255610.6,249743712.9,548104382.4,181041913.6,576902709.4,3962570346,4490651824,583904023.8,236638330.2,260299422.7,576540541,100098506.5,482670859.1,408951500.5,135890991.7,85878486.33,153731986,240800041.1,231888842.8
sp|P0AEZ9|MOAB_ECOLI,P0AEZ9,Molybdenum cofactor biosynthesis protein B OS=Escherichia coli (strain K12) GN=moaB PE=1 SV=2,6,6,452.24,moaB,11,18635.49217,No fractionation,943.0219198,632.4371291,541.6422964,852.1202939,450.6086789,164.6507075,216.4184972,169.5372743,305.741556,331.5261443,371.9709941,448.8471568,612.0296541,739.5894631,348.8451493,400.4410018,324.9134194,199.429879,223.516461,17573677.6,11785777.17,10093770.77,15879681.07,8397314.507,3068346.971,4033065.21,3159410.547,5697644.372,6178152.865,6931862.549,8364487.676,11405473.83,13782613.65,6500901.049,7462415.153,6054921.482,3716473.948,4165339.258
sp|P0AFD6|NUOI_ECOLI,P0AFD6,NADH-quinone oxidoreductase subunit I OS=Escherichia coli (strain K12) GN=nuoI PE=1 SV=1,6,6,222.62,nuoI,12,20506.12496,No fractionation,338.4203425,325.7513335,318.2615779,244.7864699,231.5148547,51.07815476,33.78249723,239.6874085,402.6841601,166.2054301,316.6394206,274.671581,859.956596,374.2898312,280.2639791,302.5905213,306.1026044,291.7527245,375.5614021,6939689.832,6679897.551,6526311.686,5019621.941,4747472.541,1047415.024,692748.1096,4915059.95,8257491.706,3408229.319,6493047.526,5632449.762,17634377.42,7675234.051,5747128.178,6204959.042,6276978.256,5982717.826,7701309.041
sp|P0AFI2|PARC_ECOLI,P0AFI2,DNA topoisomerase 4 subunit A OS=Escherichia coli (strain K12) GN=parC PE=1 SV=1,7,6,163.22,parC,41,83760.44139,OGE-fractionation,8.571389751,8.287215102,11.22384901,5.164701683,5.284383367,1.112899596,1.799520327,1.73417703,4.328807581,1.672119723,1.973169109,7.330097822,39.06093125,6.402005884,8.759598784,5.710132338,3.57104483,1.376501315,1.851807193,717943.3888,694140.7949,940114.5469,432597.6926,442622.2833,93216.96138,150728.6169,145255.4335,362582.8337,140057.486,165273.5155,613972.229,3271760.843,536234.8386,733707.8605,478283.205,299112.2912,115296.3577,155108.1879
